Movt.,(0),(0 1),(0 2),(0 3),(0 4),(0 5),(0 6),(0 1 2),(0 1 3),(0 1 4),(0 1 5),(0 1 6),(0 2 4),(0 2 5),(0 2 6),(0 2 7),(0 3 6),(0 3 7),(0 4 8),(0 1 2 3),(0 1 2 4),(0 1 2 5),(0 1 2 6),(0 1 2 7),(0 1 3 4),(0 1 3 5),(0 1 3 6),(0 1 3 7),(0 1 4 5),(0 1 4 6),(0 1 4 7),(0 1 4 8),(0 1 5 6),(0 1 5 7),(0 1 5 8),(0 1 6 7),(0 2 3 5),(0 2 3 6),(0 2 3 7),(0 2 4 6),(0 2 4 7),(0 2 4 8),(0 2 5 7),(0 2 5 8),(0 2 6 8),(0 3 4 7),(0 3 5 8),(0 3 6 9),(0 1 2 3 4),(0 1 2 3 5),(0 1 2 3 6),(0 1 2 3 7),(0 1 2 4 5),(0 1 2 4 6),(0 1 2 4 7),(0 1 2 4 8),(0 1 2 5 6),(0 1 2 5 7),(0 1 2 5 8),(0 1 2 6 7),(0 1 2 6 8),(0 1 3 4 6),(0 1 3 4 7),(0 1 3 4 8),(0 1 3 5 6),(0 1 3 5 7),(0 1 3 5 8),(0 1 3 6 7),(0 1 3 6 8),(0 1 3 6 9),(0 1 3 7 8),(0 1 4 5 7),(0 1 4 5 8),(0 1 4 6 8),(0 1 4 6 9),(0 1 4 7 8),(0 2 3 4 6),(0 2 3 4 7),(0 2 3 5 7),(0 2 3 5 8),(0 2 3 6 8),(0 2 4 5 8),(0 2 4 6 8),(0 2 4 6 9),(0 2 4 7 9),(0 3 4 5 8),(0 1 2 3 4 5),(0 1 2 3 4 6),(0 1 2 3 4 7),(0 1 2 3 4 8),(0 1 2 3 5 6),(0 1 2 3 5 7),(0 1 2 3 5 8),(0 1 2 3 6 7),(0 1 2 3 6 8),(0 1 2 3 6 9),(0 1 2 3 7 8),(0 1 2 4 5 6),(0 1 2 4 5 7),(0 1 2 4 5 8),(0 1 2 4 6 7),(0 1 2 4 6 8),(0 1 2 4 6 9),(0 1 2 4 7 8),(0 1 2 4 7 9),(0 1 2 5 6 7),(0 1 2 5 6 8),(0 1 2 5 6 9),(0 1 2 5 7 8),(0 1 2 5 7 9),(0 1 2 6 7 8),(0 1 3 4 5 7),(0 1 3 4 5 8),(0 1 3 4 6 7),(0 1 3 4 6 8),(0 1 3 4 6 9),(0 1 3 4 7 8),(0 1 3 4 7 9),(0 1 3 5 6 8),(0 1 3 5 6 9),(0 1 3 5 7 8),(0 1 3 5 7 9),(0 1 3 5 8 9),(0 1 3 6 7 9),(0 1 3 6 8 9),(0 1 4 5 6 8),(0 1 4 5 8 9),(0 1 4 6 7 9),(0 2 3 4 5 7),(0 2 3 4 5 8),(0 2 3 4 6 8),(0 2 3 4 6 9),(0 2 3 5 6 8),(0 2 3 5 7 9),(0 2 4 5 7 9),(0 2 4 6 8 10),(0 1 2 3 4 5 6),(0 1 2 3 4 5 7),(0 1 2 3 4 5 8),(0 1 2 3 4 6 7),(0 1 2 3 4 6 8),(0 1 2 3 4 6 9),(0 1 2 3 4 7 8),(0 1 2 3 4 7 9),(0 1 2 3 5 6 7),(0 1 2 3 5 6 8),(0 1 2 3 5 6 9),(0 1 2 3 5 7 8),(0 1 2 3 5 7 9),(0 1 2 3 5 8 9),(0 1 2 3 6 7 8),(0 1 2 3 6 7 9),(0 1 2 4 5 6 8),(0 1 2 4 5 6 9),(0 1 2 4 5 7 8),(0 1 2 4 5 7 9),(0 1 2 4 5 8 9),(0 1 2 4 6 7 8),(0 1 2 4 6 7 9),(0 1 2 4 6 8 9),(0 1 2 4 6 8 10),(0 1 2 4 7 8 9),(0 1 2 5 6 8 9),(0 1 3 4 5 6 8),(0 1 3 4 5 7 8),(0 1 3 4 5 7 9),(0 1 3 4 6 7 9),(0 1 3 4 6 8 9),(0 1 3 4 6 8 10),(0 1 3 5 6 7 9),(0 1 3 5 6 8 10),(0 2 3 4 5 6 8),(0 2 3 4 5 7 9),(0 2 3 4 6 7 9),(0 1 2 3 4 5 6 7),(0 1 2 3 4 5 6 8),(0 1 2 3 4 5 6 9),(0 1 2 3 4 5 7 8),(0 1 2 3 4 5 7 9),(0 1 2 3 4 5 8 9),(0 1 2 3 4 6 7 8),(0 1 2 3 4 6 7 9),(0 1 2 3 4 6 8 9),(0 1 2 3 4 6 8 10),(0 1 2 3 4 7 8 9),(0 1 2 3 5 6 7 8),(0 1 2 3 5 6 7 9),(0 1 2 3 5 6 8 9),(0 1 2 3 5 6 8 10),(0 1 2 3 5 7 8 9),(0 1 2 3 5 7 8 10),(0 1 2 3 6 7 8 9),(0 1 2 4 5 6 7 9),(0 1 2 4 5 6 8 9),(0 1 2 4 5 6 8 10),(0 1 2 4 5 7 8 9),(0 1 2 4 5 7 8 10),(0 1 2 4 5 7 9 10),(0 1 3 4 5 6 7 9),(0 1 3 4 5 6 8 9),(0 1 3 4 6 7 9 10),(0 2 3 4 5 6 7 9),(0 1 2 3 4 5 6 7 9),(0 1 2 3 4 5 6 8 9),(0 1 2 3 4 5 6 8 10),(0 1 2 3 4 5 7 8 9),(0 1 2 3 4 5 7 8 10),(0 1 2 3 4 6 7 8 9),(0 1 2 3 4 6 7 8 10),(0 1 2 3 5 6 7 8 10),(0 1 2 3 5 6 7 9 10),(0 1 2 3 4 5 6 7 8 9),(0 1 2 3 4 5 6 7 9 10),(0 1 2 3 4 5 6 8 9 10),(0 1 2 3 4 5 6 7 8 9 10),(0 1 2 3 4 5 6 7 8 9 10 11)
16/v,11.25,9.15,3.27,10.35,5.96,9.04,1.45,0.33,4.21,7.19,4.69,11.40,1.13,3.53,4.65,2.94,3.92,4.90,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16/i,5.36,8.93,1.79,2.08,4.17,1.79,3.57,0.00,7.14,14.29,8.93,9.82,0.89,1.19,8.63,0.89,0.89,0.00,3.57,3.57,2.68,0.89,4.46,1.79,0.00,0.89,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17/i,17.13,8.34,3.09,2.36,3.12,4.03,1.26,1.83,2.67,7.58,4.49,3.65,0.83,0.70,3.08,1.12,0.29,0.28,0.28,0.00,2.95,1.83,0.00,0.28,0.56,2.53,0.84,1.12,2.22,3.18,1.85,1.91,0.33,0.56,0.28,0.28,0.84,2.70,2.75,0.42,0.76,0.84,0.42,1.26,0.00,1.76,0.08,0.00,0.00,0.42,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17/iii,17.84,9.09,3.32,2.88,1.39,8.59,2.88,1.66,2.22,1.94,4.99,6.65,1.94,2.49,1.39,0.83,0.28,1.39,0.00,0.00,2.22,0.83,1.11,0.00,0.28,1.66,3.32,1.11,2.22,2.77,0.00,1.11,0.83,1.11,0.83,1.66,1.11,0.00,0.00,0.28,1.11,0.00,0.55,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17/ii,31.38,10.75,4.29,4.23,2.69,2.14,3.31,3.12,3.99,6.50,2.26,4.55,0.00,0.28,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.42,0.84,0.00,3.57,0.00,0.00,1.68,0.70,1.03,0.84,0.00,1.68,0.46,0.00,0.00,0.00,0.00,0.42,0.00,0.42,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.84,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18/i,13.47,3.65,4.34,3.42,0.00,2.97,5.94,1.14,1.83,0.00,2.74,7.08,0.68,0.68,0.91,0.46,0.46,0.23,1.37,0.00,0.00,0.00,0.46,2.97,0.00,1.37,4.34,1.83,0.00,0.00,1.37,0.00,1.83,3.65,0.23,2.74,0.00,0.68,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,2.97,0.68,4.57,0.46,0.00,0.46,0.00,0.00,0.00,0.00,3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,2.51,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.91,0.00,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18/ii,16.18,5.82,1.12,7.47,7.50,3.19,2.18,0.67,1.96,12.99,1.15,2.10,0.00,1.62,0.42,0.00,2.63,1.01,0.42,0.56,2.60,0.00,0.22,0.00,2.30,0.34,0.42,1.54,3.58,0.22,2.24,2.24,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.28,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.45,0.00,0.00,3.81,0.67,0.00,0.11,0.67,0.00,0.00,0.00,0.00,0.00,1.54,0.78,0.00,0.00,0.00,0.00,0.00,0.45,0.59,0.56,0.95,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18/iii,21.40,10.06,5.33,2.53,2.91,5.33,1.91,4.41,4.55,5.93,3.98,4.87,1.60,0.87,0.29,0.91,0.58,0.15,0.29,0.44,0.00,0.31,1.77,0.15,0.65,0.93,1.49,1.93,1.54,2.00,2.53,1.65,0.73,1.02,0.00,0.44,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.44,0.00,0.00,0.58,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19/i,18.24,2.59,0.47,0.94,1.06,2.35,0.71,0.59,2.24,1.65,1.88,2.47,0.00,0.00,2.00,0.24,0.12,0.00,0.24,0.47,0.00,2.82,0.24,0.00,0.24,1.41,0.00,0.00,0.47,1.18,0.00,0.00,2.71,3.76,0.12,0.35,1.76,0.00,0.71,0.00,0.47,0.35,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.24,0.47,0.47,1.18,0.35,0.00,0.59,0.47,0.94,0.59,0.24,0.47,0.71,0.24,0.35,0.71,0.24,0.00,1.41,0.47,0.00,0.94,0.35,1.06,0.00,0.47,0.00,0.35,1.41,1.06,0.00,0.71,0.00,0.00,0.00,1.06,0.35,0.82,0.00,0.00,0.00,0.12,0.00,0.00,0.47,0.35,0.00,0.00,2.12,0.47,0.47,1.06,0.35,0.12,0.00,0.94,0.00,0.12,0.47,0.59,0.47,0.00,0.47,0.00,0.59,0.00,0.00,0.00,0.35,0.00,0.00,0.24,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.47,0.24,0.00,0.24,0.00,0.24,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.24,0.00,0.12,0.00,0.00,0.24,0.59,0.00,0.00,0.00,0.24,0.35,0.00,0.00,0.24,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.24,0.00,0.24,0.59,0.00,0.12,1.18,0.00,0.47,0.59,0.00,0.47,0.47,0.24,0.59,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.47,0.00,0.24,0.47,0.00,0.35,0.24,0.24,0.00,0.00,0.00,0.47,0.47
19/ii,12.01,3.30,2.40,1.80,1.80,2.70,0.60,1.80,2.10,3.30,6.31,2.70,0.60,1.20,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.80,0.00,1.50,0.30,0.30,0.00,3.30,0.60,0.00,1.20,4.20,0.60,0.00,1.80,0.00,1.50,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.60,0.30,0.00,0.60,0.30,0.30,1.20,2.40,0.60,0.30,2.70,0.00,1.20,0.60,0.30,0.30,0.00,0.90,0.90,0.00,0.30,1.20,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.30,0.00,0.00,0.00,0.00,0.00,0.60,0.30,0.00,0.00,0.60,0.00,0.60,0.00,0.00,0.90,0.60,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.60,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.30,0.00,0.30,0.30,0.30,0.00,0.00,0.60,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.60,0.00,0.00,1.20,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20/ii,29.34,12.97,5.04,2.05,4.10,10.31,3.19,0.98,1.40,3.53,4.86,7.28,0.36,0.72,1.24,1.83,0.51,0.87,0.19,0.28,0.03,0.12,0.26,0.07,0.03,0.00,0.00,0.11,0.74,1.14,0.06,0.42,1.13,1.94,0.34,1.15,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.03,0.04,0.00,0.00,0.26,0.00,0.00,0.00,0.15,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20/i,28.22,14.71,1.00,1.99,8.12,15.90,2.66,1.66,0.89,2.06,3.98,12.91,0.00,0.77,0.89,0.81,0.00,0.00,0.11,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.33,0.00,0.22,0.66,0.55,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
